filename,label
20200325_021000.pt,2
20200326_095000.pt,2
20200326_125500.pt,2
20200326_093800.pt,2
20200327_111100.pt,2
20200326_120700.pt,2
20200327_065300.pt,2
20200326_082300.pt,2
20200325_004800.pt,2
20200325_031300.pt,2
20200325_205700.pt,2
20200327_022000.pt,2
20200325_161500.pt,2
20200327_123500.pt,2
20200327_013600.pt,2
20200326_101800.pt,2
20200326_181500.pt,2
20200325_103500.pt,2
20200325_042700.pt,2
20200324_224200.pt,2
20200326_045200.pt,2
20200326_165800.pt,2
20200325_191400.pt,2
20200325_210700.pt,2
20200326_050900.pt,2
20200325_232200.pt,2
20200325_024600.pt,2
20200327_130900.pt,2
20200326_120900.pt,2
20200325_065500.pt,2
20200327_025800.pt,2
20200327_225900.pt,2
20200327_232300.pt,2
20200328_001000.pt,2
20200328_013100.pt,2
20200328_015300.pt,2
20200328_025800.pt,2
20200328_030600.pt,2
20200328_041200.pt,2
20200328_044100.pt,2
20200324_191700.pt,2
20200326_170000.pt,2
20200327_155000.pt,2
20200326_154000.pt,2
20200325_121700.pt,2
20200327_005200.pt,2
20200325_093100.pt,2
20200327_122400.pt,2
20200326_151400.pt,2
20200327_095400.pt,2
20200327_102700.pt,2
20200325_171300.pt,2
20200325_222100.pt,2
20200326_012400.pt,2
20200327_205000.pt,2
20200325_120200.pt,2
20200325_014000.pt,2
20200326_101300.pt,2
20200325_161300.pt,2
20200326_051800.pt,2
20200324_202500.pt,2
20200327_094700.pt,2
20200326_144200.pt,2
20200326_013900.pt,2
20200324_230900.pt,2
20200326_050800.pt,2
20200326_193100.pt,2
20200326_020000.pt,2
20200327_164800.pt,2
20200327_171600.pt,2
20200325_114100.pt,2
20200327_041800.pt,2
20200325_064800.pt,2
20200327_000000.pt,2
20200325_210300.pt,2
20200325_193500.pt,2
20200326_085100.pt,2
20200326_052200.pt,2
20200325_201100.pt,2
20200326_034700.pt,2
20200327_095200.pt,2
20200327_132800.pt,2
20200327_060600.pt,2
20200325_201600.pt,2
20200325_080700.pt,2
20200325_163400.pt,2
20200327_112900.pt,2
20200326_153700.pt,2
20200324_190300.pt,2
20200327_093600.pt,2
20200327_122000.pt,2
20200327_115300.pt,2
20200327_104900.pt,2
20200325_052700.pt,2
20200327_160700.pt,2
20200325_055700.pt,2
20200326_143700.pt,2
20200326_000000.pt,2
20200326_210600.pt,2
20200326_023400.pt,2
20200326_045800.pt,2
20200326_073100.pt,2
20200325_143700.pt,2
20200327_153000.pt,2
20200325_152900.pt,2
20200327_120900.pt,2
20200326_152100.pt,2
20200325_220200.pt,2
20200325_215000.pt,2
20200326_200000.pt,2
20200325_182200.pt,2
20200327_051900.pt,2
20200325_152800.pt,2
20200328_022900.pt,2
20200328_023900.pt,2
20200328_032800.pt,2
20200326_083400.pt,2
20200327_102200.pt,2
20200327_201000.pt,2
20200325_023600.pt,2
20200326_011600.pt,2
20200325_191600.pt,2
20200326_005400.pt,2
20200327_060900.pt,2
20200324_183900.pt,2
20200326_150900.pt,2
20200326_025700.pt,2
20200327_220500.pt,2
20200326_015500.pt,2
20200327_214100.pt,2
20200325_114300.pt,2
20200327_092900.pt,2
20200325_113500.pt,2
20200325_113400.pt,2
20200327_015100.pt,2
20200327_061300.pt,2
20200327_090800.pt,2
20200325_131700.pt,2
20200327_064500.pt,2
20200327_072600.pt,2
20200325_093400.pt,2
20200326_111300.pt,2
20200327_190900.pt,2
20200327_165600.pt,2
20200326_074400.pt,2
20200324_234800.pt,2
20200326_180800.pt,2
20200327_001800.pt,2
20200327_021800.pt,2
20200327_033100.pt,2
20200327_114200.pt,2
20200326_134600.pt,2
20200326_175800.pt,2
20200327_200700.pt,2
20200325_115000.pt,2
20200327_060300.pt,2
20200327_014200.pt,2
20200326_215100.pt,2
20200326_225800.pt,2
20200327_090900.pt,2
20200325_223500.pt,2
20200327_195400.pt,2
20200327_131700.pt,2
20200327_144600.pt,2
20200326_234700.pt,2
20200326_090700.pt,2
20200326_051600.pt,2
20200326_001400.pt,2
20200324_210300.pt,2
20200325_091000.pt,2
20200326_201600.pt,2
20200326_092400.pt,2
20200327_155500.pt,2
20200325_090300.pt,2
20200325_190800.pt,2
20200327_051400.pt,2
20200326_005800.pt,2
20200325_135900.pt,2
20200325_144200.pt,2
20200325_115300.pt,2
20200324_220000.pt,2
20200324_200300.pt,2
20200325_020800.pt,2
20200327_042800.pt,2
20200326_081800.pt,2
20200325_105500.pt,2
20200326_192500.pt,2
20200327_024800.pt,2
20200325_092700.pt,2
20200327_233900.pt,2
20200328_011600.pt,2
20200328_012900.pt,2
20200328_031300.pt,2
20200328_031500.pt,2
20200328_034800.pt,2
20200328_035400.pt,2
20200327_114300.pt,2
20200324_201200.pt,2
20200326_055200.pt,2
20200327_163100.pt,2
20200327_231500.pt,2
20200327_065100.pt,2
20200326_004800.pt,2
20200325_204200.pt,2
20200326_214800.pt,2
20200326_141800.pt,2
20200327_223800.pt,2
20200325_111400.pt,2
20200327_180600.pt,2
20200327_175900.pt,2
20200327_133900.pt,2
20200326_215000.pt,2
20200326_063800.pt,2
20200327_212600.pt,2
20200326_152900.pt,2
20200325_101400.pt,2
20200327_190700.pt,2
20200325_074200.pt,2
20200326_234200.pt,2
20200327_081000.pt,2
20200324_195600.pt,2
20200325_075600.pt,2
20200327_143000.pt,2
20200324_192500.pt,2
20200327_114400.pt,2
20200324_231400.pt,2
20200325_214800.pt,2
20200326_114500.pt,2
20200325_230800.pt,2
20200326_194600.pt,2
20200325_150600.pt,2
20200326_095700.pt,2
20200327_074800.pt,2
20200327_204900.pt,2
20200325_024100.pt,2
20200325_152200.pt,2
20200325_193600.pt,2
20200324_224800.pt,2
20200324_205900.pt,2
20200325_145100.pt,2
20200327_181500.pt,2
20200326_160800.pt,2
20200326_104000.pt,2
20200325_025700.pt,2
20200326_212000.pt,2
20200325_105300.pt,2
20200326_184700.pt,2
20200326_123200.pt,2
20200327_161100.pt,2
20200326_115600.pt,2
20200327_063900.pt,2
20200327_151200.pt,2
20200326_085400.pt,2
20200327_192600.pt,2
20200325_045800.pt,2
20200327_231900.pt,2
20200325_171000.pt,2
20200325_193200.pt,2
20200324_193300.pt,2
20200325_141700.pt,2
20200326_021200.pt,2
20200326_003900.pt,2
20200325_040200.pt,2
20200325_174500.pt,2
20200327_211600.pt,2
20200327_070000.pt,2
20200327_011200.pt,2
20200325_012900.pt,2
20200325_032700.pt,2
20200327_234900.pt,2
20200328_000700.pt,2
20200328_001800.pt,2
20200328_002700.pt,2
20200328_010200.pt,2
20200328_025200.pt,2
20200324_193200.pt,2
20200325_083700.pt,2
20200327_015700.pt,2
20200325_044100.pt,2
20200326_114400.pt,2
20200327_162500.pt,2
20200325_165400.pt,2
20200325_124500.pt,2
20200326_091400.pt,2
20200325_171800.pt,2
20200325_215500.pt,2
20200325_001200.pt,2
20200325_184800.pt,2
20200325_103900.pt,2
20200326_070800.pt,2
20200326_120500.pt,2
20200326_180200.pt,2
20200324_233100.pt,2
20200325_183900.pt,2
20200324_231000.pt,2
20200325_062500.pt,2
20200326_154100.pt,2
20200325_082600.pt,2
20200325_080800.pt,2
20200326_012800.pt,2
20200327_064600.pt,2
20200325_110300.pt,2
20200326_115400.pt,2
20200326_073500.pt,2
20200326_170500.pt,2
20200326_181400.pt,2
20200327_144200.pt,2
20200326_052400.pt,2
20200325_114900.pt,2
20200326_153600.pt,2
20200324_191600.pt,2
20200327_003100.pt,2
20200326_161500.pt,2
20200326_231900.pt,2
20200327_032500.pt,2
20200326_072900.pt,2
20200326_094700.pt,2
20200326_043700.pt,2
20200324_195700.pt,2
20200325_181100.pt,2
20200327_194200.pt,2
20200326_010600.pt,2
20200326_063900.pt,2
20200325_161100.pt,2
20200327_143700.pt,2
20200325_020100.pt,2
20200327_170600.pt,2
20200326_124700.pt,2
20200327_004400.pt,2
20200326_155400.pt,2
20200325_154300.pt,2
20200325_034800.pt,2
20200324_195400.pt,2
20200326_132000.pt,2
20200325_003900.pt,2
20200327_195600.pt,2
20200326_214600.pt,2
20200327_010000.pt,2
20200327_105900.pt,2
20200324_235600.pt,2
20200327_061100.pt,2
20200327_211900.pt,2
20200325_094900.pt,2
20200325_001400.pt,2
20200325_164900.pt,2
20200324_214700.pt,2
20200327_185700.pt,2
20200325_042200.pt,2
20200328_011500.pt,2
20200328_012300.pt,2
20200328_021900.pt,2
20200328_030200.pt,2
20200327_030200.pt,2
20200325_124000.pt,2
20200325_221600.pt,2
20200327_193600.pt,2
20200326_070100.pt,2
20200326_015700.pt,2
20200327_024400.pt,2
20200326_222400.pt,2
20200325_122100.pt,2
20200327_154500.pt,2
20200324_203400.pt,2
20200324_203900.pt,2
20200327_024000.pt,2
20200327_091700.pt,2
20200325_074400.pt,2
20200327_023100.pt,2
20200327_051600.pt,2
20200325_070200.pt,2
20200326_051900.pt,2
20200327_025400.pt,2
20200326_213400.pt,2
20200324_210400.pt,2
20200327_234800.pt,2
20200324_192400.pt,2
20200326_190400.pt,2
20200325_143600.pt,2
20200325_201000.pt,2
20200327_002100.pt,2
20200326_072800.pt,2
20200326_041200.pt,2
20200327_105800.pt,2
20200327_224700.pt,2
20200327_195000.pt,2
20200327_182000.pt,2
20200326_042600.pt,2
20200325_000700.pt,2
20200325_110200.pt,2
20200325_203300.pt,2
20200325_163000.pt,2
20200325_123900.pt,2
20200326_191600.pt,2
20200325_105100.pt,2
20200326_161900.pt,2
20200325_094500.pt,2
20200326_090500.pt,2
20200327_021100.pt,2
20200328_013400.pt,2
20200327_015900.pt,2
20200326_093600.pt,2
20200326_133200.pt,2
20200325_231200.pt,2
20200325_114200.pt,2
20200325_122200.pt,2
20200326_214300.pt,2
20200326_210200.pt,2
20200326_202300.pt,2
20200325_023000.pt,2
20200326_193500.pt,2
20200326_090000.pt,2
20200325_102400.pt,2
20200325_170900.pt,2
20200325_093600.pt,2
20200326_123700.pt,2
20200324_205300.pt,2
20200325_125900.pt,2
20200326_011100.pt,2
20200326_044100.pt,2
20200325_080300.pt,2
20200327_152700.pt,2
20200327_053400.pt,2
20200326_024700.pt,2
20200325_083000.pt,2
20200326_111000.pt,2
20200328_015900.pt,2
20200328_025400.pt,2
20200328_043000.pt,2
20200327_231600.pt,2
20200326_064200.pt,2
20200326_001800.pt,2
20200325_234300.pt,2
20200326_185200.pt,2
20200326_052800.pt,2
20200326_084900.pt,2
20200326_215500.pt,2
20200327_091100.pt,2
20200326_202800.pt,2
20200327_225800.pt,2
20200327_170800.pt,2
20200327_233600.pt,2
20200326_163100.pt,2
20200325_024000.pt,2
20200325_025300.pt,2
20200325_170600.pt,2
20200325_174900.pt,2
20200326_213000.pt,2
20200326_183400.pt,2
20200324_201100.pt,2
20200327_095100.pt,2
20200327_063200.pt,2
20200326_054600.pt,2
20200327_103300.pt,2
20200326_045400.pt,2
20200325_100900.pt,2
20200324_212600.pt,2
20200327_082100.pt,2
20200326_153000.pt,2
20200327_050000.pt,2
20200325_225500.pt,2
20200326_195900.pt,2
20200326_145000.pt,2
20200327_025300.pt,2
20200325_025100.pt,2
20200327_124500.pt,2
20200326_212600.pt,2
20200324_223200.pt,2
20200325_225000.pt,2
20200326_015900.pt,2
20200325_070100.pt,2
20200325_234500.pt,2
20200327_034500.pt,2
20200327_053700.pt,2
20200326_104300.pt,2
20200326_225000.pt,2
20200325_092100.pt,2
20200324_203800.pt,2
20200326_092600.pt,2
20200325_073500.pt,2
20200327_030900.pt,2
20200326_020800.pt,2
20200327_123100.pt,2
20200324_222100.pt,2
20200325_122300.pt,2
20200325_003000.pt,2
20200327_082500.pt,2
20200327_042400.pt,2
20200326_035900.pt,2
20200326_032100.pt,2
20200326_031600.pt,2
20200325_133700.pt,2
20200327_193000.pt,2
20200327_094800.pt,2
20200327_145700.pt,2
20200325_041400.pt,2
20200328_002500.pt,2
20200327_131800.pt,2
20200325_100000.pt,2
20200328_004700.pt,2
20200326_153100.pt,2
20200326_062000.pt,2
20200328_020800.pt,2
20200327_110000.pt,2
20200326_043100.pt,2
20200327_171400.pt,2
20200327_044600.pt,2
20200327_064000.pt,2
20200326_235400.pt,2
20200325_192100.pt,2
20200327_174700.pt,2
20200324_191400.pt,2
20200327_235800.pt,2
20200325_205000.pt,2
20200326_121600.pt,2
20200326_032000.pt,2
20200325_183400.pt,2
20200327_032800.pt,2
20200325_072200.pt,2
20200325_185000.pt,2
20200327_103600.pt,2
20200327_212800.pt,2
20200325_080200.pt,2
20200327_084900.pt,2
20200326_132900.pt,2
20200325_094800.pt,2
20200327_153200.pt,2
20200324_213300.pt,2
20200326_150200.pt,2
20200325_040400.pt,2
20200325_234900.pt,2
20200325_142700.pt,2
20200327_214700.pt,2
20200327_203600.pt,2
20200327_003700.pt,2
20200326_200400.pt,2
20200325_233300.pt,2
20200326_234500.pt,2
20200327_144100.pt,2
20200325_031600.pt,2
20200327_205500.pt,2
20200327_012800.pt,2
20200325_072400.pt,2
20200326_183700.pt,2
20200326_023500.pt,2
20200326_072600.pt,2
20200326_070000.pt,2
20200327_014100.pt,2
20200325_202300.pt,2
20200327_234600.pt,2
20200325_050700.pt,2
20200326_121100.pt,2
20200327_143500.pt,2
20200326_161100.pt,2
20200327_182900.pt,2
20200327_030400.pt,2
20200324_200500.pt,2
20200326_065300.pt,2
20200327_145400.pt,2
20200327_213700.pt,2
20200324_230500.pt,2
20200325_130500.pt,2
20200328_010300.pt,2
20200326_085900.pt,2
20200325_012300.pt,2
20200325_214200.pt,2
20200325_200300.pt,2
20200324_183700.pt,2
20200324_190000.pt,2
20200325_204700.pt,2
20200327_050300.pt,2
20200327_075000.pt,2
20200326_021000.pt,2
20200325_001300.pt,2
20200326_161700.pt,2
20200325_030600.pt,2
20200328_030100.pt,2
20200328_033400.pt,2
20200328_042500.pt,2
20200326_021400.pt,2
20200326_213300.pt,2
20200325_032200.pt,2
20200327_081300.pt,2
20200326_224400.pt,2
20200326_125400.pt,2
20200326_100900.pt,2
20200326_025900.pt,2
20200325_122500.pt,2
20200327_045300.pt,2
20200328_003400.pt,2
20200325_012200.pt,2
20200326_194700.pt,2
20200325_225100.pt,2
20200326_090300.pt,2
20200326_033800.pt,2
20200325_043800.pt,2
20200327_102500.pt,2
20200324_231600.pt,2
20200325_033300.pt,2
20200328_023200.pt,2
20200326_202400.pt,2
20200327_014900.pt,2
20200326_055400.pt,2
20200326_031300.pt,2
20200326_152500.pt,2
20200325_065700.pt,2
20200327_070300.pt,2
20200327_070100.pt,2
20200325_212500.pt,2
20200325_135800.pt,2
20200325_002200.pt,2
20200328_015400.pt,2
20200326_035700.pt,2
20200325_170200.pt,2
20200326_151000.pt,2
20200327_113300.pt,2
20200325_225400.pt,2
20200326_185800.pt,2
20200327_210600.pt,2
20200327_125600.pt,2
20200326_145500.pt,2
20200326_232800.pt,2
20200325_025400.pt,2
20200325_000900.pt,2
20200327_205700.pt,2
20200325_022400.pt,2
20200325_164300.pt,2
20200326_060500.pt,2
20200326_030900.pt,2
20200326_154800.pt,2
20200327_140900.pt,2
20200325_172700.pt,2
20200328_015500.pt,2
20200326_192400.pt,2
20200327_104500.pt,2
20200327_182400.pt,2
20200326_214400.pt,2
20200327_225500.pt,2
20200327_213400.pt,2
20200326_051400.pt,2
20200325_111200.pt,2
20200328_024200.pt,2
20200325_080500.pt,2
20200326_211400.pt,2
20200324_212100.pt,2
20200324_232300.pt,2
20200327_145000.pt,2
20200326_031000.pt,2
20200327_115500.pt,2
20200327_121600.pt,2
20200325_175000.pt,2
20200327_004600.pt,2
20200328_073700.pt,2
20200327_092400.pt,2
20200326_170100.pt,2
20200327_041500.pt,2
20200326_132800.pt,2
20200325_073000.pt,2
20200327_044200.pt,2
20200325_172300.pt,2
20200326_232500.pt,2
20200324_212900.pt,2
20200324_221200.pt,2
20200326_230200.pt,2
20200326_173800.pt,2
20200325_134800.pt,2
20200327_181900.pt,2
20200327_075600.pt,2
20200326_014000.pt,2
20200326_043300.pt,2
20200325_010300.pt,2
20200326_115100.pt,2
20200325_065300.pt,2
20200325_214400.pt,2
20200327_033400.pt,2
20200327_204600.pt,2
20200327_023600.pt,2
20200326_153800.pt,2
20200328_015700.pt,2
20200327_070500.pt,2
20200326_141300.pt,2
20200327_171500.pt,2
20200325_005300.pt,2
20200326_023800.pt,2
20200325_112500.pt,2
20200327_184400.pt,2
20200325_005900.pt,2
20200325_123000.pt,2
20200325_090900.pt,2
20200325_220400.pt,2
20200325_164800.pt,2
20200325_210200.pt,2
20200327_045800.pt,2
20200326_183000.pt,2
20200326_004500.pt,2
20200326_145600.pt,2
20200327_082600.pt,2
20200327_112100.pt,2
20200326_231800.pt,2
20200327_090400.pt,2
20200327_122500.pt,2
20200324_200800.pt,2
20200327_213600.pt,2
20200327_180800.pt,2
20200325_125300.pt,2
20200325_080000.pt,2
20200325_162400.pt,2
20200325_112800.pt,2
20200327_234200.pt,2
20200327_062400.pt,2
20200328_025600.pt,2
20200325_215200.pt,2
20200326_092800.pt,2
20200327_144400.pt,2
20200327_061900.pt,2
20200327_185600.pt,2
20200325_132200.pt,2
20200325_133800.pt,2
20200326_185300.pt,2
20200326_165400.pt,2
20200324_233700.pt,2
20200327_170400.pt,2
20200326_103000.pt,2
20200325_215800.pt,2
20200326_105800.pt,2
20200327_185000.pt,2
20200328_042600.pt,2
20200328_044400.pt,2
20200327_001400.pt,2
20200326_053400.pt,2
20200327_195700.pt,2
20200325_011100.pt,2
20200328_020300.pt,2
20200327_125700.pt,2
20200326_222000.pt,2
20200327_131500.pt,2
20200327_093200.pt,2
20200325_151000.pt,2
20200327_210100.pt,2
20200327_082800.pt,2
20200325_220600.pt,2
20200325_080100.pt,2
20200327_100400.pt,2
20200326_213100.pt,2
20200327_213200.pt,2
20200324_202000.pt,2
20200325_034200.pt,2
20200327_071300.pt,2
20200327_082000.pt,2
20200324_225500.pt,2
20200327_200100.pt,2
20200325_192300.pt,2
20200326_211700.pt,2
20200326_162000.pt,2
20200325_125700.pt,2
20200327_032400.pt,2
20200326_001000.pt,2
20200326_224300.pt,2
20200327_005800.pt,2
20200328_004900.pt,2
20200324_223700.pt,2
20200327_092000.pt,2
20200326_221100.pt,2
20200327_172300.pt,2
20200327_082300.pt,2
20200327_173800.pt,2
20200328_012200.pt,2
20200327_021400.pt,2
20200325_073800.pt,2
20200327_214300.pt,2
20200327_041900.pt,2
20200325_044900.pt,2
20200326_033700.pt,2
20200327_165700.pt,2
20200326_163800.pt,2
20200326_192800.pt,2
20200326_091100.pt,2
20200327_080300.pt,2
20200325_185700.pt,2
20200326_163600.pt,2
20200326_174900.pt,2
20200326_200800.pt,2
20200325_040300.pt,2
20200325_194500.pt,2
20200327_010300.pt,2
20200326_060700.pt,2
20200326_172300.pt,2
20200324_221500.pt,2
20200327_222000.pt,2
20200327_212300.pt,2
20200327_002300.pt,2
20200327_073200.pt,2
20200327_080000.pt,2
20200327_085200.pt,2
20200327_090700.pt,2
20200327_102000.pt,2
20200327_105300.pt,2
20200327_140100.pt,2
20200327_141500.pt,2
20200327_202300.pt,2
20200327_214900.pt,2
20200327_225000.pt,2
20200328_003100.pt,2
20200328_004100.pt,2
20200328_010800.pt,2
20200328_012800.pt,2
20200328_023400.pt,2
20200326_065600.pt,2
20200325_145500.pt,2
20200326_095300.pt,2
20200325_182000.pt,2
20200326_015600.pt,2
20200325_094300.pt,2
20200325_064900.pt,2
20200325_151300.pt,2
20200325_223600.pt,2
20200325_182400.pt,2
20200325_150500.pt,2
20200325_051200.pt,2
20200325_023100.pt,2
20200326_051700.pt,2
20200326_005600.pt,2
20200325_062200.pt,2
20200326_084500.pt,2
20200326_011800.pt,2
20200325_071000.pt,2
20200326_075400.pt,2
20200326_065000.pt,2
20200324_211300.pt,2
20200324_214800.pt,2
20200325_155800.pt,2
20200325_043500.pt,2
20200324_212200.pt,2
20200324_203000.pt,2
20200325_040600.pt,2
20200326_071900.pt,2
20200325_233200.pt,2
20200326_040800.pt,2
20200324_204100.pt,2
20200324_221400.pt,2
20200325_211800.pt,2
20200325_113000.pt,2
20200325_174100.pt,2
20200326_014300.pt,2
20200326_105300.pt,2
20200326_111600.pt,2
20200326_133900.pt,2
20200326_152600.pt,2
20200326_160200.pt,2
20200326_165600.pt,2
20200326_183800.pt,2
20200326_194800.pt,2
20200326_200100.pt,2
20200326_205700.pt,2
20200326_210000.pt,2
20200326_211200.pt,2
20200326_231400.pt,2
20200327_001600.pt,2
20200327_004700.pt,2
20200327_012400.pt,2
20200327_020200.pt,2
20200327_031300.pt,2
20200327_034000.pt,2
20200327_045000.pt,2
20200327_052500.pt,2
20200327_073500.pt,2
20200327_080500.pt,2
20200327_080700.pt,2
20200327_084400.pt,2
20200327_100800.pt,2
20200327_102400.pt,2
20200327_111500.pt,2
20200327_143200.pt,2
20200327_162300.pt,2
20200327_163800.pt,2
20200327_175500.pt,2
20200327_183800.pt,2
20200327_193900.pt,2
20200327_233200.pt,2
20200328_022100.pt,2
20200328_024000.pt,2
20200328_035900.pt,2
20200328_040100.pt,2
20200328_040700.pt,2
20200328_044500.pt,2
20200325_075900.pt,2
20200325_072000.pt,2
20200325_203900.pt,2
20200325_192600.pt,2
20200326_033000.pt,2
20200326_071300.pt,2
20200326_013400.pt,2
20200326_053700.pt,2
20200324_200200.pt,2
20200325_193400.pt,2
20200325_200400.pt,2
20200325_070700.pt,2
20200326_054400.pt,2
20200324_185900.pt,2
20200325_004000.pt,2
20200324_233300.pt,2
20200325_181500.pt,2
20200326_065700.pt,2
20200325_014100.pt,2
20200325_170400.pt,2
20200325_225300.pt,2
20200325_125500.pt,2
20200325_074900.pt,2
20200325_223700.pt,2
20200325_123100.pt,2
20200324_225600.pt,2
20200324_231900.pt,2
20200326_112400.pt,2
20200325_031500.pt,2
20200326_051300.pt,2
20200326_070400.pt,2
20200324_230000.pt,2
20200324_204000.pt,2
20200325_190100.pt,2
20200325_142100.pt,2
20200325_032300.pt,2
20200324_233400.pt,2
20200325_174000.pt,2
20200324_190200.pt,2
20200325_022200.pt,2
20200326_151600.pt,2
20200326_160000.pt,2
20200326_161300.pt,2
20200326_175500.pt,2
20200326_184000.pt,2
20200326_201900.pt,2
20200326_204200.pt,2
20200326_205000.pt,2
20200326_232900.pt,2
20200327_011600.pt,2
20200327_045900.pt,2
20200327_072500.pt,2
20200327_074300.pt,2
20200327_075500.pt,2
20200327_081600.pt,2
20200327_084800.pt,2
20200327_103100.pt,2
20200327_120700.pt,2
20200327_121200.pt,2
20200327_133100.pt,2
20200327_134700.pt,2
20200327_135000.pt,2
20200327_164400.pt,2
20200327_164500.pt,2
20200327_171900.pt,2
20200327_174400.pt,2
20200327_210000.pt,2
20200327_224400.pt,2
20200327_235700.pt,2
20200328_011900.pt,2
20200325_025800.pt,2
